ci 0
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 132 128 120 122 142 122 138 140 128 116 124 126 130 126 126
0x10 128 120 120 116 126 134 118 138 128 120 136 116 134 126 134 122
0x20 134 126 138 134 116 140 120 124 134 134 114 118 116 132 120 116
0x30 126 122 114 114 120 132 124 116 122 142 126 134 116 120 128 128
0x40 134 126 138 134 136 136 132 112 130 138 142 122 132 132 128 140
0x50 114 134 126 118 120 116 140 116 130 134 126 118 136 116 132 140
0x60 124 112 116 124 130 126 114 138 140 136 124 140 122 126 122 122
0x70 136 120 128 116 122 130 138 126 116 140 140 120 126 126 134 130
0x80 114 126 134 118 116 136 120 136 126 130 122 130 128 140 116 124
0x90 118 118 122 126 132 124 136 124 126 134 130 126 124 140 136 132
0xa0 120 128 120 116 142 142 126 138 120 128 128 124 134 118 134 130
0xb0 140 136 132 132 134 122 142 126 112 124 136 136 130 134 114 130
0xc0 124 132 140 136 134 126 126 130 128 128 136 124 130 130 122 134
0xd0 132 120 132 124 138 126 114 130 132 144 116 116 130 142 130 122
0xe0 138 118 118 134 120 116 140 132 130 142 118 134 128 124 132 124
0xf0 122 130 126 138 124 116 120 140 118 126 122 118 120 128 124 144
ci 22
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 130 140 138 122 140 122 120 126 140 130 140 128 118 120 138
0x10 134 120 130 128 132 134 124 138 140 138 136 114 138 112 130 132
0x20 126 132 134 120 116 114 120 130 124 126 132 130 138 140 126 140
0x30 132 122 140 126 134 116 130 124 122 124 122 136 124 126 128 142
0x40 134 120 126 140 136 130 140 130 140 138 140 134 126 140 122 116
0x50 132 126 124 130 130 132 126 124 114 120 122 140 136 126 132 134
0x60 124 122 128 122 122 120 130 140 114 140 118 124 128 114 136 134
0x70 130 120 118 120 132 122 132 134 128 130 140 138 138 132 130 136
0x80 116 126 132 130 138 124 134 124 134 116 118 136 132 130 128 130
0x90 122 124 130 136 116 142 128 126 116 122 132 126 142 116 130 140
0xa0 126 140 138 140 128 142 144 114 120 122 140 130 114 140 122 120
0xb0 124 130 128 138 138 128 122 132 126 136 130 112 140 126 140 130
0xc0 134 120 138 128 140 126 132 122 136 126 124 134 142 124 134 120
0xd0 132 134 128 118 134 120 126 116 126 132 114 124 136 118 136 122
0xe0 120 118 136 122 122 128 134 144 130 116 122 128 132 134 120 142
0xf0 118 116 126 128 124 114 120 114 136 138 112 118 134 136 130 120
ci 23
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 130 124 130 140 138 136 138 126 140 142 128 122 132 122 120
0x10 126 136 134 132 142 116 134 144 120 142 116 126 136 122 116 122
0x20 130 140 130 112 138 144 138 116 116 138 120 130 116 134 136 126
0x30 124 126 144 134 112 142 132 134 130 128 138 140 126 120 134 132
0x40 138 136 122 116 126 120 142 132 128 130 116 130 140 122 128 138
0x50 116 130 120 114 140 118 128 134 134 136 126 124 118 132 142 120
0x60 116 130 128 122 140 118 136 126 118 120 134 116 126 140 126 136
0x70 138 136 130 124 126 120 134 140 128 114 124 138 132 130 128 122
0x80 116 130 124 126 116 142 124 138 126 128 130 120 134 116 122 140
0x90 134 140 122 132 122 140 126 132 124 118 140 138 120 126 120 130
0xa0 122 136 134 120 134 128 130 128 136 122 128 134 116 114 140 142
0xb0 120 126 136 130 128 114 128 118 122 116 134 132 130 136 126 136
0xc0 138 140 142 140 138 120 142 120 132 130 132 142 132 126 132 122
0xd0 128 130 120 134 116 130 124 134 118 132 122 132 122 132 126 132
0xe0 120 130 120 126 140 130 140 126 126 132 122 124 122 124 118 132
0xf0 122 116 118 124 122 128 118 120 132 122 124 126 124 142 132 130
ci 24
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 142 116 130 122 120 122 120 122 128 130 128 124 130 136 134
0x10 124 118 136 114 118 120 134 136 126 128 142 120 144 122 140 142
0x20 124 130 136 134 126 116 134 132 130 128 122 136 124 122 136 134
0x30 124 118 128 130 134 136 126 136 130 132 114 116 116 126 128 138
0x40 130 136 126 124 120 126 136 134 140 130 116 138 122 128 126 132
0x50 118 136 122 132 116 142 132 134 128 130 128 130 118 128 122 116
0x60 126 116 122 144 140 130 124 130 124 114 124 122 130 136 126 124
0x70 126 136 114 124 140 126 140 126 116 126 140 126 122 140 118 144
0x80 132 118 128 122 122 124 122 116 126 112 118 120 116 118 136 138
0x90 132 122 136 134 130 112 130 120 118 124 118 140 116 130 120 118
0xa0 140 142 120 138 130 132 130 116 122 140 122 132 128 114 140 118
0xb0 120 134 124 122 142 132 126 116 118 132 126 132 124 130 120 134
0xc0 130 116 126 128 132 134 124 126 132 142 132 118 134 128 138 124
0xd0 130 136 134 140 116 130 140 122 116 114 124 114 118 140 138 120
0xe0 138 132 126 128 140 134 124 126 120 138 136 122 122 140 142 128
0xf0 126 116 122 136 120 134 136 126 116 130 124 122 126 116 114 136
ci 25
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 114 128 122 132 130 116 138 122 116 114 140 134 116 134 132
0x10 120 126 132 114 140 118 136 122 134 132 130 128 122 116 126 120
0x20 120 126 128 134 124 134 140 134 122 120 138 128 126 120 126 128
0x30 120 138 116 134 132 114 136 118 142 136 122 140 130 128 126 116
0x40 130 144 122 128 122 124 114 140 116 122 140 130 132 134 132 118
0x50 134 120 130 124 126 140 138 112 132 126 136 130 124 138 120 118
0x60 130 124 130 124 130 120 138 128 140 142 124 118 140 130 124 138
0x70 142 132 122 128 134 128 138 132 116 130 136 126 132 126 136 122
0x80 120 114 120 122 120 118 120 126 114 140 130 124 122 128 130 136
0x90 136 134 140 130 128 122 116 118 134 116 130 128 126 128 130 132
0xa0 132 114 132 130 140 118 132 126 134 132 134 140 126 144 126 120
0xb0 124 118 120 114 132 114 136 134 130 124 118 136 130 120 134 132
0xc0 118 116 134 140 122 116 122 140 128 126 136 134 140 142 140 126
0xd0 114 116 126 136 126 132 122 136 120 138 116 134 116 130 136 118
0xe0 138 116 122 132 126 140 134 132 124 118 116 134 144 134 120 118
0xf0 126 116 130 120 130 132 126 128 124 114 112 126 120 130 124 126
ci 26
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 120 128 128 120 124 140 128 120 140 120 124 128 128 132 140
0x10 138 114 126 126 138 118 122 134 122 126 118 138 122 130 130 114
0x20 120 132 120 132 128 120 132 116 124 140 132 140 132 144 128 140
0x30 138 126 126 114 130 138 130 130 142 118 114 130 134 114 134 130
0x40 118 126 126 142 130 142 126 122 134 122 118 122 114 138 134 134
0x50 120 144 124 140 116 120 132 136 120 140 124 128 116 116 116 124
0x60 142 130 134 122 130 138 126 126 122 130 130 130 126 138 122 134
0x70 136 132 124 120 116 124 132 132 140 124 136 128 120 132 128 124
0x80 138 130 114 122 122 134 126 130 126 122 118 122 134 134 122 122
0x90 136 136 124 124 128 140 136 124 140 112 120 132 140 140 140 140
0xa0 130 134 138 118 122 130 126 134 138 138 138 122 138 142 134 130
0xb0 136 140 140 120 112 128 136 120 120 136 124 140 136 132 128 132
0xc0 116 116 140 124 128 140 132 136 136 140 136 116 140 140 120 120
0xd0 114 122 126 134 126 122 126 130 126 122 138 142 130 130 130 130
0xe0 132 136 140 120 128 112 116 132 124 124 116 132 128 140 132 136
0xf0 122 126 134 114 126 134 126 134 130 130 118 118 126 130 134 114
ci 27
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 116 132 120 126 122 138 126 136 120 128 120 126 142 142 142
0x10 138 118 118 130 144 140 132 120 142 118 126 126 132 116 124 140
0x20 140 128 128 124 122 142 142 130 132 140 124 132 130 130 122 130
0x30 122 126 126 122 136 132 140 120 126 134 118 126 116 140 124 124
0x40 134 126 130 130 128 128 140 124 126 122 134 130 128 124 136 124
0x50 116 116 120 128 134 134 122 138 128 132 128 116 130 126 114 118
0x60 122 138 126 126 132 116 112 120 138 134 138 126 116 136 124 128
0x70 132 116 136 120 142 134 122 122 136 116 120 124 122 134 130 126
0x80 122 130 118 126 136 120 140 116 118 114 134 138 124 120 116 128
0x90 132 132 120 120 138 138 134 126 132 120 124 136 138 118 122 134
0xa0 134 126 130 130 140 132 120 112 130 134 130 134 136 132 136 140
0xb0 140 132 120 136 130 130 126 142 140 128 140 128 138 126 122 118
0xc0 140 144 120 132 142 122 138 134 128 128 120 120 122 122 130 122
0xd0 122 134 142 130 116 144 120 132 122 130 138 130 132 116 116 140
0xe0 136 116 140 136 130 142 126 130 132 116 132 140 126 134 134 126
0xf0 122 118 142 138 116 136 128 124 114 130 114 122 132 132 124 140
ci 28
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 134 134 120 140 134 130 128 116 118 126 124 120 118 130 132
0x10 120 134 114 132 128 122 122 128 120 130 134 132 144 126 126 120
0x20 116 114 122 132 128 138 126 140 140 134 134 140 120 134 122 124
0x30 120 126 122 132 120 114 130 136 116 118 122 128 124 138 138 116
0x40 140 122 134 112 140 142 126 116 116 126 122 128 132 122 114 140
0x50 132 122 130 140 120 138 126 140 120 138 130 136 116 138 134 136
0x60 136 134 130 140 136 114 114 128 140 118 130 136 132 114 122 140
0x70 124 130 130 140 120 130 126 116 132 118 134 140 128 126 130 140
0x80 126 120 132 122 134 116 132 118 138 112 116 118 122 140 124 130
0x90 142 136 128 126 114 136 140 126 126 116 132 126 130 124 128 134
0xa0 134 128 116 122 118 124 132 126 126 132 128 130 126 136 128 126
0xb0 130 124 116 130 134 132 136 114 134 124 124 118 130 132 120 134
0xc0 130 140 132 122 118 132 120 122 130 120 144 130 134 136 116 138
0xd0 138 116 120 118 114 120 144 130 126 132 120 130 142 136 136 142
0xe0 114 116 124 138 126 124 128 114 118 116 124 134 122 124 120 126
0xf0 118 120 132 122 126 132 116 134 118 132 128 130 126 136 128 134
ci 29
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 118 130 124 126 132 140 126 128 122 130 128 142 120 140 114
0x10 140 122 142 120 126 132 116 142 140 142 118 116 126 136 140 122
0x20 128 130 130 136 126 128 140 138 136 126 114 124 134 140 124 126
0x30 124 118 126 116 118 136 140 130 116 114 134 112 126 116 132 126
0x40 132 118 122 136 134 144 136 134 128 126 126 120 122 128 116 126
0x50 124 118 138 120 130 140 116 122 136 142 134 128 118 140 136 138
0x60 116 122 130 116 126 124 136 122 136 138 134 132 122 116 116 130
0x70 116 130 138 124 138 120 116 126 120 130 134 132 134 128 136 126
0x80 122 128 124 126 116 130 130 132 114 124 116 122 116 134 130 120
0x90 138 136 124 126 136 118 126 120 122 124 116 122 128 130 126 124
0xa0 118 136 128 126 120 114 142 124 134 124 120 138 112 126 126 128
0xb0 126 120 136 118 140 134 122 128 134 132 128 130 124 122 138 116
0xc0 126 120 140 122 132 126 142 132 114 136 120 130 120 126 122 140
0xd0 122 124 144 142 116 142 142 124 134 116 124 134 128 134 122 132
0xe0 138 120 120 122 128 126 122 132 134 112 116 130 124 118 134 140
0xf0 134 140 124 126 120 118 130 132 138 124 136 134 124 118 126 124
ci 30
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 124 134 126 114 134 120 136 130 134 112 128 140 128 130 130
0x10 126 118 124 136 140 116 138 134 124 140 138 142 138 130 128 140
0x20 128 128 134 130 130 130 144 140 126 142 124 120 112 136 126 130
0x30 134 114 124 140 124 128 122 130 120 116 126 126 134 130 124 124
0x40 116 120 118 126 130 134 116 124 130 134 116 140 128 140 122 122
0x50 122 138 140 136 140 132 126 130 116 116 126 138 126 142 128 124
0x60 132 116 126 114 122 130 140 120 126 118 120 132 140 116 118 114
0x70 138 118 124 132 124 136 118 126 136 124 114 130 122 134 132 140
0x80 124 136 130 138 142 138 124 116 130 134 120 120 124 120 130 122
0x90 138 138 120 140 144 120 118 114 140 132 130 126 114 122 136 116
0xa0 124 132 130 134 134 134 140 136 118 126 124 128 128 120 142 130
0xb0 122 134 144 128 128 124 134 134 136 132 134 118 134 138 124 116
0xc0 128 124 122 138 142 130 128 136 130 126 116 132 128 140 130 130
0xd0 142 126 136 116 136 120 122 134 124 140 134 130 126 134 120 140
0xe0 136 136 122 142 118 134 120 124 126 134 120 116 132 132 134 122
0xf0 126 130 136 120 128 124 122 130 120 116 114 138 138 134 140 132
ci 31
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 124 122 122 136 120 142 114 126 122 140 140 126 126 128 116
0x10 142 134 140 128 122 126 140 124 132 124 118 122 136 124 134 118
0x20 116 136 142 118 132 140 138 134 122 134 128 128 130 114 140 112
0x30 134 118 116 128 130 126 132 124 116 140 126 130 120 140 126 126
0x40 132 124 122 118 120 132 130 114 134 126 120 132 122 134 120 120
0x50 142 130 120 120 134 118 140 136 136 140 126 142 128 128 122 134
0x60 128 136 118 114 140 136 118 118 130 114 140 128 126 130 132 124
0x70 126 130 120 136 134 134 124 120 120 132 134 126 128 136 130 134
0x80 132 140 118 138 132 112 130 138 126 134 140 128 126 122 128 120
0x90 134 122 116 140 130 130 132 120 136 140 130 122 132 132 138 142
0xa0 136 136 138 134 120 140 118 134 122 130 144 116 122 134 132 140
0xb0 126 122 124 124 130 122 132 128 136 140 122 114 140 124 138 142
0xc0 120 116 126 118 132 132 142 138 134 130 128 136 138 138 128 140
0xd0 118 142 120 116 142 130 124 116 140 132 130 126 124 144 134 126
0xe0 140 120 130 122 120 120 130 126 122 126 124 124 126 118 124 128
0xf0 126 118 112 140 126 130 140 132 116 116 130 134 124 136 126 126
ci 32
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 134 118 136 126 116 124 134 116 134 134 140 130 132 140 122
0x10 130 128 124 134 136 126 130 124 134 136 140 114 124 118 130 136
0x20 128 118 126 136 130 120 128 114 124 126 126 124 118 120 136 126
0x30 130 136 140 118 140 122 126 136 134 128 132 122 120 122 126 132
0x40 120 118 138 124 138 128 124 126 128 130 134 132 130 140 120 134
0x50 134 140 116 126 136 126 126 128 134 136 120 118 136 138 130 120
0x60 120 142 122 140 134 116 128 130 136 114 118 132 142 128 132 130
0x70 126 116 132 118 140 114 130 140 126 112 128 134 132 118 118 116
0x80 140 118 118 140 134 128 128 126 116 130 130 132 126 140 124 134
0x90 122 140 128 126 124 118 138 120 130 112 140 126 132 138 134 136
0xa0 124 126 126 132 130 132 124 122 116 122 114 132 130 120 120 130
0xb0 114 132 136 142 112 122 134 140 130 128 116 126 136 142 138 116
0xc0 120 122 142 116 126 120 124 130 116 130 134 128 138 144 132 142
0xd0 130 124 140 122 136 130 130 136 118 116 124 134 140 138 114 132
0xe0 144 114 134 132 122 116 128 126 140 138 134 136 126 116 136 122
0xf0 122 124 124 122 132 134 142 132 134 140 140 134 136 142 134 136
ci 33
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 130 126 116 128 142 130 124 124 138 122 116 116 118 118 140
0x10 122 116 128 142 138 136 132 126 122 136 120 130 122 116 140 122
0x20 128 126 126 136 116 118 118 140 120 130 118 132 116 122 134 136
0x30 118 132 124 134 122 132 132 130 114 132 144 134 118 124 136 122
0x40 116 122 142 120 128 114 126 140 132 134 134 116 136 142 142 136
0x50 134 116 120 122 130 132 136 134 130 132 132 114 126 140 116 134
0x60 132 126 126 116 132 130 130 132 120 142 138 132 128 130 134 132
0x70 114 140 116 138 130 136 136 130 130 128 132 118 130 116 120 134
0x80 136 130 122 144 124 138 130 116 136 134 130 132 140 134 138 128
0x90 138 132 132 122 126 132 140 134 126 132 136 130 122 116 136 126
0xa0 136 126 122 116 136 122 126 140 116 126 126 116 116 114 130 116
0xb0 118 132 128 130 134 136 132 130 118 144 128 134 126 132 124 134
0xc0 128 126 126 120 136 122 138 128 116 134 114 120 140 138 126 136
0xd0 130 144 136 130 122 132 132 114 130 124 128 142 114 128 132 142
0xe0 136 122 134 124 140 122 126 136 128 118 126 144 132 126 118 116
0xf0 134 128 140 138 138 136 116 126 122 128 120 138 134 120 136 126
ci 34
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 136 126 122 140 128 114 122 122 114 128 132 134 122 124 124
0x10 144 140 134 118 140 124 130 134 130 134 120 136 126 118 124 128
0x20 124 120 122 130 116 124 130 118 126 130 124 116 142 126 132 136
0x30 128 120 126 130 136 132 126 134 130 122 136 116 130 142 136 136
0x40 128 120 130 126 128 132 138 130 134 126 120 124 118 122 136 136
0x50 140 120 134 118 116 132 142 114 130 134 116 132 138 130 116 136
0x60 132 120 134 134 128 128 130 126 138 118 132 116 126 134 112 140
0x70 132 116 118 114 136 140 130 130 130 130 132 136 142 130 112 120
0x80 130 130 140 128 142 130 136 144 124 132 126 114 136 132 130 138
0x90 134 138 120 128 138 138 116 120 128 132 130 130 132 116 134 114
0xa0 122 134 124 116 122 122 116 128 116 128 118 118 124 140 126 130
0xb0 130 138 132 136 122 142 140 124 116 116 126 130 116 128 118 134
0xc0 134 118 132 120 134 122 116 124 140 116 138 126 124 120 130 122
0xd0 118 122 140 132 134 134 116 120 116 136 114 130 132 116 114 142
0xe0 118 122 140 124 122 130 120 124 116 136 130 122 128 120 142 122
0xf0 138 122 128 140 126 122 116 124 120 112 126 138 132 120 130 122
ci 35
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 140 118 126 130 134 124 140 122 134 124 140 124 120 122 138
0x10 124 140 142 122 118 134 140 136 138 130 136 132 124 124 134 122
0x20 124 136 122 122 114 126 132 132 122 126 132 116 112 140 118 126
0x30 128 136 122 118 142 142 140 128 130 138 120 140 120 128 138 126
0x40 132 124 126 122 130 122 136 116 122 122 120 132 136 144 122 126
0x50 128 124 126 126 134 122 128 136 130 126 132 140 128 140 118 126
0x60 120 136 130 126 114 122 136 124 130 130 128 132 124 124 126 130
0x70 116 128 130 122 134 114 128 120 138 126 124 116 116 128 122 138
0x80 122 130 116 128 140 124 122 126 140 140 130 126 134 134 136 116
0x90 126 130 124 116 144 116 130 138 124 128 118 134 126 138 116 124
0xa0 122 130 116 120 120 128 118 122 128 136 134 114 134 134 120 124
0xb0 126 122 140 116 124 128 126 142 112 116 122 114 142 130 132 140
0xc0 138 126 136 136 120 140 130 114 120 124 122 130 126 138 116 116
0xd0 118 118 128 124 116 124 122 142 136 144 118 114 118 126 120 132
0xe0 114 126 120 120 132 120 118 126 132 120 142 126 126 130 140 140
0xf0 134 118 136 124 120 136 134 122 140 124 130 126 142 118 120 140
ci 36
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 126 140 122 120 130 128 138 126 124 126 124 126 128 114 132
0x10 114 132 126 120 126 116 134 132 116 126 116 134 128 134 132 114
0x20 120 134 132 114 124 126 116 118 142 140 126 124 138 116 126 136
0x30 130 116 126 120 138 120 130 136 116 126 132 134 140 138 128 134
0x40 130 128 126 124 134 136 134 136 128 126 136 118 132 126 120 130
0x50 120 122 140 134 120 134 128 118 138 116 122 124 130 144 126 116
0x60 122 128 134 124 130 132 130 132 144 118 136 126 120 114 140 134
0x70 136 130 140 126 140 122 132 138 138 124 122 116 134 132 130 136
0x80 138 132 138 140 134 124 138 136 140 118 128 130 120 134 136 142
0x90 124 122 124 122 132 134 136 122 138 128 126 116 122 124 122 140
0xa0 114 132 114 140 130 136 134 132 132 134 120 130 132 130 116 138
0xb0 140 130 140 114 120 122 140 126 114 144 118 116 134 120 134 120
0xc0 124 134 140 142 116 114 128 134 118 128 130 116 118 124 134 132
0xd0 130 144 138 136 126 120 114 124 120 126 140 130 116 142 140 118
0xe0 140 134 140 126 144 134 140 122 118 128 130 132 114 128 130 136
0xf0 122 120 130 128 130 132 134 120 136 126 124 130 128 130 136 138
ci 37
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 126 116 122 138 128 142 140 138 128 126 140 140 122 120 126
0x10 138 132 138 116 120 130 112 122 116 126 140 134 122 116 114 140
0x20 120 122 116 126 118 128 138 124 118 128 122 140 132 134 120 130
0x30 134 132 134 132 120 134 136 134 116 130 132 130 134 116 126 140
0x40 118 144 138 116 124 142 128 130 128 122 140 118 134 120 122 124
0x50 120 126 136 134 114 120 122 136 130 128 130 136 124 122 140 130
0x60 126 116 130 136 136 134 132 114 116 122 136 142 134 132 122 120
0x70 124 126 116 126 138 140 114 140 114 140 130 132 120 130 128 130
0x80 126 132 126 124 132 122 132 130 140 122 124 130 138 136 130 136
0x90 124 118 128 122 126 128 122 124 114 124 126 120 124 142 136 138
0xa0 134 128 126 128 136 130 120 138 120 138 120 130 138 140 122 132
0xb0 112 126 116 130 126 116 130 120 138 136 126 124 136 126 116 138
0xc0 124 126 140 142 142 128 126 128 130 116 122 124 116 118 132 134
0xd0 138 128 126 124 120 134 132 122 120 134 140 130 118 124 122 136
0xe0 140 122 124 122 122 136 130 144 142 124 142 140 132 130 132 130
0xf0 142 112 138 116 136 130 132 134 136 130 124 142 138 140 134 128
ci 38
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 124 128 124 142 138 130 134 132 140 140 132 130 114 142 134
0x10 136 116 116 120 122 126 122 126 120 136 116 140 130 130 130 130
