ci 0
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0xf0 144 136 124 120 122 134 122 130 138 130 114 126 128 116 116 116
ci 130
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 134 128 138 122 116 122 120 116 134 120 142 122 128 126 120
0x10 122 120 114 116 132 134 116 138 114 116 134 140 120 126 116 126
0x20 132 126 120 134 142 140 138 124 136 126 128 122 134 128 134 116
0x30 126 128 114 120 120 126 124 118 118 124 134 128 116 126 132 130
0x40 140 126 140 130 122 136 138 140 128 134 124 134 114 132 126 116
0x50 126 120 142 124 132 122 140 118 126 116 130 140 136 138 116 122
0x60 136 134 116 118 142 120 130 128 116 134 124 130 134 116 118 120
0x70 130 120 118 144 144 130 132 122 122 124 130 120 116 130 140 126
0x80 138 120 130 124 132 134 132 130 134 128 130 136 140 122 128 122
0x90 136 142 136 122 114 140 130 136 120 130 132 122 126 124 122 116
0xa0 138 116 134 124 124 122 120 114 126 132 126 128 132 126 116 138
0xb0 128 130 140 138 114 120 118 120 120 126 144 130 142 120 126 132
0xc0 134 120 126 140 124 138 140 118 122 144 142 128 116 118 144 126
0xd0 116 126 140 130 130 120 138 124 132 122 128 130 118 136 130 128
0xe0 126 116 130 132 132 118 136 134 130 124 130 120 116 122 132 118
0xf0 124 138 120 114 122 132 126 132 124 134 124 130 134 124 142 128
ci 131
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 130 132 122 128 130 120 142 136 126 140 134 116 130 124 126
0x10 114 124 122 136 122 116 134 116 122 128 130 124 134 116 130 132
0x20 128 114 128 134 136 130 124 122 132 122 124 134 136 142 116 142
0x30 134 128 122 136 118 120 126 116 130 120 142 120 118 124 118 128
0x40 136 122 140 138 124 126 140 122 120 126 116 134 112 142 136 130
0x50 142 120 134 124 122 116 142 132 134 140 134 120 126 124 138 116
0x60 120 130 120 126 132 118 128 126 116 130 132 126 116 130 128 122
0x70 114 116 118 132 118 112 118 124 142 140 114 140 126 140 126 120
0x80 130 128 118 120 130 120 122 132 130 132 134 140 118 120 126 132
0x90 116 130 132 134 140 130 112 122 132 126 116 130 120 130 124 138
0xa0 134 132 118 136 118 116 122 140 130 132 122 128 134 128 130 112
0xb0 124 138 120 122 116 130 132 118 128 138 116 130 132 134 124 130
0xc0 130 136 134 120 142 124 126 136 130 140 126 132 122 132 130 136
0xd0 136 126 136 138 124 122 120 130 128 130 120 118 120 122 140 122
0xe0 118 116 134 144 130 128 126 136 114 116 114 128 138 116 134 140
0xf0 128 142 124 134 132 130 140 118 140 118 120 126 132 134 140 138
ci 132
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 124 118 122 130 114 124 132 132 140 130 138 122 126 124 128
0x10 136 140 118 122 142 134 128 136 132 124 122 122 118 122 112 124
0x20 140 136 126 122 134 126 140 132 136 120 138 130 134 138 124 120
0x30 128 124 122 142 142 118 140 140 116 140 126 134 126 138 140 120
0x40 134 142 120 136 132 128 130 134 134 130 120 132 136 128 134 126
0x50 142 126 120 120 136 124 126 130 118 130 128 116 140 116 130 130
0x60 122 122 128 128 128 140 130 126 130 126 112 132 124 124 134 126
0x70 134 134 132 140 120 132 130 134 134 138 140 128 132 124 118 126
0x80 126 134 140 140 140 128 118 114 126 122 116 128 120 136 122 122
0x90 134 134 140 140 136 116 138 134 142 122 140 128 116 132 126 118
0xa0 130 130 132 116 112 132 126 130 130 142 116 120 140 132 122 122
0xb0 126 126 136 128 128 132 134 130 134 138 144 132 124 140 114 130
0xc0 120 132 130 118 138 114 136 120 132 140 126 118 114 126 144 124
0xd0 136 124 122 142 118 118 124 124 140 116 126 126 142 122 132 120
0xe0 140 120 114 126 126 126 136 120 120 120 118 142 118 130 136 140
0xf0 120 116 134 122 134 118 136 128 140 116 130 138 126 130 120 124
ci 133
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 140 138 126 116 128 126 130 124 132 130 138 132 140 122 130
0x10 140 136 130 126 132 128 114 126 124 124 134 142 120 136 122 114
0x20 136 120 134 118 140 124 130 130 120 140 130 126 136 124 138 134
0x30 124 132 142 142 116 140 134 134 120 140 142 114 124 144 130 134
0x40 130 126 136 132 122 126 128 116 130 138 140 140 142 126 136 112
0x50 122 134 116 136 134 138 136 132 142 126 116 116 126 118 140 116
0x60 122 114 132 116 122 122 124 132 134 130 132 128 114 118 136 140
0x70 138 122 112 128 126 118 116 124 130 142 132 136 130 134 132 128
0x80 130 118 124 128 122 126 116 120 130 138 120 120 126 134 116 116
0x90 138 134 120 140 134 130 124 128 126 134 112 136 126 134 136 128
0xa0 130 122 136 136 130 122 128 112 118 138 136 124 130 134 124 128
0xb0 130 138 132 124 134 142 120 128 130 126 120 140 130 126 136 124
0xc0 128 140 134 138 116 136 122 118 116 116 126 126 140 132 118 142
0xd0 116 120 118 138 140 120 134 114 124 124 122 130 120 128 126 142
0xe0 136 128 122 130 124 140 134 118 120 124 126 138 120 132 134 122
0xf0 132 124 122 122 140 140 130 122 128 140 130 126 132 120 134 138
ci 134
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 114 134 120 116 142 118 120 138 124 132 126 122 124 120 138
0x10 122 120 116 122 122 128 128 134 116 138 122 128 120 126 130 144
0x20 132 114 126 132 128 126 134 116 134 116 140 122 126 132 120 118
0x30 134 120 132 134 126 128 136 130 136 130 122 140 116 134 138 124
0x40 130 120 132 130 130 136 128 134 136 126 118 124 132 114 134 124
0x50 132 134 130 116 120 122 114 140 138 132 124 142 130 132 120 122
0x60 118 128 124 118 118 120 120 114 140 134 118 136 120 114 118 144
0x70 144 126 130 120 132 122 130 120 134 140 116 138 126 116 128 126
0x80 132 126 114 124 128 130 114 124 126 128 136 130 126 112 116 118
0x90 126 116 136 118 126 140 140 122 128 134 126 132 124 130 118 132
0xa0 132 114 134 140 128 126 134 132 126 132 116 122 126 124 128 134
0xb0 118 136 132 134 134 120 136 130 120 122 130 124 116 126 138 132
0xc0 122 128 132 130 130 120 128 118 128 126 142 140 140 130 134 132
0xd0 132 134 114 116 120 138 138 116 114 116 140 118 130 124 136 130
0xe0 138 140 136 122 122 116 124 126 136 130 130 116 140 134 130 140
0xf0 140 114 126 140 136 134 126 140 130 120 136 142 122 112 140 122
ci 135
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 114 122 140 122 128 140 122 114 116 116 126 128 118 114 120
0x10 114 120 132 114 120 130 122 132 120 134 130 128 114 132 132 126
0x20 120 138 126 120 122 128 144 134 118 120 116 134 116 122 138 136
0x30 134 132 140 138 132 134 130 124 128 118 126 124 122 132 120 130
0x40 134 128 140 118 116 130 138 112 140 126 130 124 126 132 140 130
0x50 132 114 130 136 126 128 132 118 126 140 124 122 124 126 138 116
0x60 118 136 128 122 124 114 126 132 120 130 130 140 122 120 116 122
0x70 136 134 130 128 138 140 132 126 134 116 128 134 132 134 118 136
0x80 140 130 126 124 126 128 120 122 126 124 128 126 116 142 118 136
0x90 130 116 140 142 120 134 130 136 128 130 138 116 122 136 124 122
0xa0 120 126 134 140 122 124 120 114 134 116 116 122 132 142 138 132
0xb0 130 124 144 130 120 126 126 132 116 142 130 140 134 140 116 114
0xc0 118 140 116 130 124 126 122 140 140 114 130 136 134 136 132 126
0xd0 120 138 126 112 130 128 128 134 138 132 120 122 136 126 118 124
0xe0 122 136 124 138 128 122 122 140 124 122 134 140 126 136 120 130
0xf0 136 138 138 132 130 112 132 114 126 120 136 130 116 122 118 132
ci 136
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 114 122 128 128 122 118 140 122 128 132 142 126 124 132 126
0x10 120 138 126 140 128 130 130 120 138 120 128 122 134 132 120 138
0x20 138 116 116 114 134 120 132 130 136 134 138 124 120 126 126 128
0x30 126 120 132 138 130 140 124 122 140 130 122 124 116 138 134 128
0x40 118 132 128 130 134 140 140 142 124 134 118 116 120 122 126 140
0x50 126 132 124 142 126 132 120 130 132 126 130 136 128 138 138 136
0x60 136 134 122 124 124 130 114 116 114 140 140 122 114 132 112 126
0x70 124 114 130 132 128 134 138 132 126 136 140 114 126 120 112 126
0x80 128 126 134 136 120 118 130 140 126 136 124 122 122 116 124 130
0x90 124 122 142 136 140 130 130 140 138 140 132 114 142 136 140 122
0xa0 126 132 140 134 130 136 140 126 120 138 134 140 112 130 138 120
0xb0 118 124 128 130 130 128 136 138 120 130 130 136 136 122 126 132
0xc0 122 140 144 134 122 140 132 130 116 138 130 124 128 118 114 132
0xd0 134 128 144 118 134 120 132 122 120 126 122 140 116 130 122 124
0xe0 128 130 134 140 132 118 134 116 118 124 140 134 134 140 120 122
0xf0 136 130 130 120 124 126 114 120 142 116 136 122 126 140 116 134
ci 137
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 134 130 140 134 112 136 126 138 116 120 118 116 122 130 116
0x10 140 138 134 128 122 116 124 138 122 132 136 126 132 114 138 140
0x20 126 120 128 126 136 126 122 124 136 134 134 136 126 144 140 122
0x30 130 132 116 130 132 122 142 136 128 142 134 128 118 128 132 130
0x40 134 116 128 122 140 118 126 140 124 126 130 128 126 132 140 118
0x50 134 132 136 122 116 134 134 116 120 114 142 140 122 128 128 130
0x60 124 118 134 124 118 132 120 122 138 136 128 122 120 114 118 116
0x70 124 134 134 132 126 116 120 138 134 124 116 126 132 126 130 136
0x80 132 114 130 124 122 124 120 142 122 116 124 130 140 130 142 136
0x90 136 118 134 136 134 128 124 130 138 124 132 138 140 130 142 128
0xa0 126 120 132 122 136 126 126 120 132 122 126 128 130 124 140 138
0xb0 130 140 128 126 116 114 122 132 132 130 126 128 130 140 116 138
0xc0 142 140 132 118 140 134 122 128 112 138 122 136 130 144 116 126
0xd0 126 132 116 134 132 126 122 136 132 126 134 140 134 124 136 130
0xe0 144 130 142 116 114 136 136 138 122 136 140 126 120 130 114 136
0xf0 136 130 126 116 130 120 120 114 118 132 136 130 132 118 118 140
ci 138
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 132 122 114 122 122 128 132 140 128 130 122 138 122 116 120
0x10 126 134 120 140 128 124 134 126 122 138 136 132 128 132 114 114
0x20 138 138 132 120 136 116 134 134 130 138 128 140 132 120 126 118
0x30 120 140 114 114 126 134 124 112 136 140 126 142 130 122 132 136
0x40 122 114 132 136 140 136 138 130 130 138 136 140 112 140 114 122
0x50 120 140 130 122 138 122 120 124 120 132 118 134 134 126 128 140
0x60 124 136 134 126 130 130 120 132 120 124 118 118 122 130 124 128
0x70 130 138 140 120 120 124 126 134 126 118 116 144 128 132 122 130
0x80 126 114 132 124 116 116 126 130 122 118 140 124 116 124 130 126
0x90 136 128 134 122 126 122 112 136 132 140 134 138 142 122 140 116
0xa0 120 120 126 130 130 126 116 132 120 120 114 134 134 130 116 116
0xb0 122 126 120 120 132 140 126 114 114 142 124 116 128 128 126 138
0xc0 116 132 122 118 130 134 132 116 124 116 142 130 134 130 140 132
0xd0 126 138 140 124 116 140 126 122 126 138 144 128 128 136 118 130
0xe0 126 130 116 132 128 136 122 126 130 118 124 140 128 136 134 122
0xf0 136 120 134 122 130 126 132 116 124 132 118 130 114 118 136 128
ci 139
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 136 114 126 140 124 126 130 140 132 134 114 116 124 118 130
0x10 126 130 140 124 114 118 120 120 142 122 132 124 134 122 124 140
0x20 134 134 120 140 134 118 136 124 114 122 140 120 134 118 120 124
0x30 136 132 126 118 128 116 126 126 120 132 118 126 140 136 122 130
0x40 130 138 124 120 118 134 144 116 138 138 140 128 130 130 140 128
0x50 124 120 138 130 136 132 142 134 128 140 134 126 120 124 126 142
0x60 128 120 130 126 144 136 130 126 120 128 114 126 132 116 118 138
0x70 126 122 140 116 118 122 140 124 130 118 120 136 126 130 132 132
0x80 118 122 124 140 126 114 116 116 130 126 112 120 142 114 132 116
0x90 140 132 126 138 116 132 142 114 140 132 134 130 128 136 122 134
0xa0 124 128 130 130 136 116 126 134 136 140 118 118 128 116 118 134
0xb0 134 126 128 124 130 122 132 128 118 134 120 124 134 126 136 116
0xc0 140 136 122 130 124 136 122 130 116 128 122 130 112 116 126 142
0xd0 118 126 136 132 134 134 128 132 122 122 116 136 126 126 120 124
0xe0 130 134 136 136 126 122 116 124 138 134 120 128 122 134 112 120
0xf0 128 128 130 134 140 124 118 122 132 116 126 114 140 132 134 114
ci 140
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 130 124 142 122 120 134 116 132 134 112 138 130 120 118 132
0x10 136 142 116 122 142 120 130 124 120 134 116 138 122 116 118 136
0x20 134 136 130 140 132 138 144 126 142 128 138 140 136 134 124 138
0x30 122 136 126 116 116 126 128 130 134 140 138 128 132 126 120 114
0x40 120 126 128 142 114 132 122 116 124 130 132 138 122 132 122 132
0x50 136 122 120 130 118 124 126 140 136 130 120 130 130 120 130 120
0x60 126 124 118 132 116 118 124 142 118 132 142 132 136 130 120 122
0x70 114 116 138 124 140 138 140 138 126 120 118 120 140 122 116 122
0x80 126 140 142 116 120 122 128 122 134 116 134 116 140 134 140 134
0x90 126 128 134 128 140 122 132 122 130 140 122 132 132 130 116 130
0xa0 128 142 120 134 126 120 142 136 116 130 140 130 118 120 126 136
0xb0 132 126 140 118 134 116 126 140 124 126 132 126 122 136 138 128
0xc0 126 120 122 116 120 134 124 138 126 136 138 140 132 122 128 142
0xd0 134 124 114 136 124 126 136 122 130 144 126 132 124 126 128 138
0xe0 128 130 132 126 134 132 130 120 140 126 128 130 118 140 122 128
0xf0 116 122 128 142 134 112 130 132 132 130 128 126 130 124 134 144
ci 141
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 130 140 126 136 114 128 122 120 130 136 122 140 126 128 122
0x10 124 130 140 114 136 126 116 122 116 122 128 126 124 130 140 122
0x20 130 136 142 124 126 140 126 132 130 128 138 136 122 128 142 132
0x30 134 136 134 112 134 136 138 116 134 120 122 140 114 116 114 116
0x40 120 122 120 122 120 138 124 126 128 130 132 126 140 126 140 134
0x50 136 118 140 138 124 130 132 122 128 118 144 142 128 126 124 130
0x60 122 136 130 120 126 124 130 136 130 112 118 132 130 128 138 136
0x70 114 116 126 136 122 132 130 132 122 132 122 132 126 128 130 116
0x80 138 124 130 116 138 116 142 120 126 136 122 140 138 124 122 116
0x90 138 136 134 132 118 116 126 140 126 140 118 140 134 116 130 136
0xa0 128 142 144 134 132 138 136 134 140 130 120 126 124 122 132 130
0xb0 120 138 124 134 136 138 128 122 116 134 140 126 128 130 132 134
0xc0 114 140 142 136 138 116 122 116 126 136 126 112 130 140 126 128
0xd0 142 124 126 140 130 136 118 124 122 128 118 132 122 120 114 120
0xe0 120 134 132 138 132 130 124 114 132 130 124 122 124 122 136 134
0xf0 140 118 140 126 132 118 128 138 120 122 140 126 124 134 132 142
ci 142
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 112 120 128 132 124 132 124 126 114 122 126 126 130 130 142
0x10 134 142 122 122 126 134 114 122 136 140 120 124 116 128 116 120
0x20 134 138 134 122 142 130 118 130 120 136 124 132 116 124 144 136
0x30 116 120 136 124 128 140 116 120 130 122 130 130 122 130 122 130
0x40 128 132 124 120 140 128 120 140 126 126 126 142 118 142 118 118
0x50 134 122 126 122 142 138 126 138 136 144 140 132 132 124 128 128
0x60 126 126 138 122 126 118 122 138 120 140 120 132 140 128 124 128
0x70 140 116 124 132 136 128 112 144 130 134 126 122 122 118 126 138
0x80 124 124 136 120 140 116 136 120 122 126 114 126 126 114 134 138
0x90 138 114 130 122 126 134 142 126 116 120 128 124 116 128 136 116
0xa0 130 134 118 130 118 122 138 142 140 140 140 124 140 116 124 124
0xb0 136 140 128 140 128 124 128 124 118 126 114 122 114 122 118 134
0xc0 140 136 140 120 124 136 116 136 130 122 126 126 118 134 122 122
0xd0 122 134 118 130 134 122 114 126 124 124 140 116 116 132 116 116
0xe0 130 122 130 130 118 118 126 126 140 136 120 132 140 120 128 132
0xf0 120 136 124 132 120 136 124 124 134 130 126 138 122 126 130 126
ci 143
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 120 136 120 134 130 130 126 114 134 130 118 116 124 120 120
0x10 126 126 134 126 144 124 140 120 128 132 128 116 126 126 114 122
0x20 138 138 138 138 124 128 120 116 140 144 140 136 138 114 134 142
0x30 132 116 116 132 130 126 142 130 118 130 134 122 128 120 140 116
0x40 128 120 132 124 118 130 126 130 130 134 126 122 132 140 116 124
0x50 114 138 142 118 132 120 132 128 132 128 136 124 130 138 122 130
0x60 130 122 142 142 124 120 116 128 116 128 128 124 122 138 130 122
0x70 136 120 124 132 126 122 126 122 122 134 142 138 140 132 124 124
0x80 140 120 120 124 126 134 126 118 126 118 122 130 140 128 124 136
0x90 118 130 122 126 116 116 140 124 128 128 116 116 122 142 130 126
0xa0 134 114 138 118 116 124 132 116 120 120 132 140 130 142 122 134
0xb0 116 136 128 116 126 134 118 134 126 126 130 122 116 120 132 120
0xc0 124 144 116 136 134 134 114 122 134 134 126 134 124 136 120 132
0xd0 130 126 138 118 120 120 116 140 132 132 140 116 118 122 130 134
0xe0 134 130 118 122 132 124 128 120 144 128 136 120 138 134 126 130
0xf0 136 132 120 140 130 114 126 126 122 114 130 122 144 140 116 120
ci 144
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 120 122 126 122 122 140 144 128 124 134 118 126 130 132 132
0x10 132 120 138 114 134 130 124 132 116 116 118 114 138 114 116 128
0x20 114 138 140 120 128 128 122 134 130 126 120 128 132 120 114 122
0x30 134 114 140 132 132 120 130 122 134 126 120 116 136 120 122 118
0x40 128 116 138 130 142 122 120 128 116 140 130 134 126 126 116 136
0x50 132 140 130 118 138 122 128 116 120 140 122 130 122 134 140 116
0x60 130 118 124 124 124 120 126 126 126 134 124 136 132 116 130 126
0x70 142 126 124 144 120 128 134 138 138 118 124 132 128 132 122 130
0x80 140 132 114 126 122 130 120 124 128 140 130 122 138 118 140 124
0x90 136 116 122 130 134 130 136 136 116 140 114 126 142 134 116 120
0xa0 126 126 116 112 136 136 126 130 130 134 132 140 120 124 114 114
0xb0 130 126 116 132 132 128 142 134 126 118 140 128 140 132 122 134
0xc0 124 128 122 122 118 122 116 124 124 132 126 122 122 130 132 120
0xd0 112 128 114 134 138 138 132 112 120 132 126 134 134 130 124 140
0xe0 126 122 140 140 140 136 130 138 118 118 136 116 120 136 138 126
0xf0 130 130 132 128 136 120 138 126 130 126 136 136 140 136 122 114
ci 145
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 116 118 126 116 140 134 122 140 140 114 126 140 136 134 134
0x10 116 132 114 126 128 116 122 114 116 120 122 114 132 132 126 138
0x20 126 134 116 120 134 122 120 128 118 138 132 124 130 122 132 136
0x30 126 138 132 132 134 126 136 140 130 130 120 116 118 122 128 136
0x40 124 128 114 122 124 124 126 122 116 140 130 134 120 116 138 122
0x50 132 140 130 118 132 120 126 118 112 132 126 134 124 132 126 130
0x60 122 130 136 124 126 138 120 120 126 122 124 124 126 134 128 132
0x70 126 130 140 116 138 130 116 120 126 142 116 128 126 138 136 136
0x80 128 120 138 118 144 124 126 118 128 116 122 122 140 140 130 118
0x90 136 140 130 130 120 128 134 130 132 124 134 114 136 124 118 134
0xa0 126 138 120 128 122 130 120 132 114 122 132 112 114 142 128 120
0xb0 130 130 132 120 134 114 124 132 138 126 124 140 122 114 120 132
0xc0 124 132 126 122 128 116 134 118 128 140 122 130 136 136 126 114
0xd0 120 116 138 130 132 140 122 134 120 128 122 134 112 140 142 134
0xe0 122 118 116 140 138 122 136 140 130 130 140 128 126 122 132 124
0xf0 130 138 116 144 130 126 120 128 142 130 136 136 114 130 136 140
ci 146
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 130 134 124 136 126 134 128 138 124 136 134 142 132 116 134
0x10 130 116 128 126 130 120 128 130 140 118 122 120 136 118 134 136
0x20 118 124 124 142 138 132 144 134 128 126 126 128 112 114 142 132
0x30 140 122 138 124 128 130 134 140 134 132 132 142 134 120 140 138
0x40 120 118 126 128 132 126 130 112 118 124 140 126 118 120 132 130
0x50 130 136 128 114 134 136 116 130 128 118 134 128 136 138 126 132
0x60 126 112 124 122 134 116 116 126 124 126 122 144 136 134 134 136
0x70 140 142 114 136 116 130 130 132 122 132 136 126 134 140 140 126
0x80 138 128 140 126 138 116 116 138 132 122 134 128 120 130 130 128
0x90 116 130 134 120 140 142 126 132 142 116 136 138 122 132 116 122
0xa0 116 118 126 132 120 126 130 124 142 136 120 126 134 132 128 122
0xb0 130 132 140 122 118 140 120 122 124 126 126 132 116 122 126 136
0xc0 130 116 124 122 134 132 136 130 120 130 122 136 120 126 114 140
0xd0 124 142 134 124 136 118 130 116 130 132 124 138 122 120 116 126
0xe0 116 114 126 128 140 134 134 116 138 120 140 118 142 136 128 134
0xf0 114 136 140 126 138 124 124 138 120 134 130 116 124 134 126 140
ci 147
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 142 138 132 126 124 132 142 142 132 116 126 120 134 122 124
0x10 126 124 140 142 116 130 126 128 136 118 114 124 114 136 136 138
0x20 130 120 140 118 116 130 122 140 116 122 130 132 122 144 132 134
0x30 136 134 126 136 122 128 140 126 126 132 136 114 140 130 130 124
0x40 140 138 118 120 118 132 132 134 134 140 116 134 116 130 118 128
0x50 142 132 132 134 136 126 130 132 116 138 126 120 138 136 120 122
0x60 126 132 120 122 116 130 130 140 116 122 138 116 134 124 128 122
0x70 128 134 142 120 126 140 128 130 122 136 132 142 140 122 138 132
0x80 130 136 136 122 136 134 130 140 136 134 130 116 122 120 120 138
0x90 140 114 134 128 122 120 136 138 126 116 124 126 144 118 130 132
0xa0 128 126 126 128 130 128 132 118 130 128 124 134 136 126 118 136
0xb0 122 144 132 134 124 130 138 124 128 126 134 136 126 116 136 130
0xc0 118 124 116 126 136 118 114 116 112 126 138 132 118 132 124 134
0xd0 116 114 126 120 118 140 140 126 122 136 128 130 120 134 122 124
0xe0 140 122 130 124 130 112 132 126 122 136 132 134 140 130 130 140
0xf0 114 128 140 126 128 142 134 136 116 122 114 116 134 132 128 138
ci 148
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 120 140 132 120 124 128 116 134 134 126 126 114 134 134 138
0x10 116 132 120 120 120 116 136 132 126 126 142 126 126 114 138 126
0x20 126 134 122 114 130 126 138 118 116 132 116 116 132 128 128 140
0x30 130 114 126 126 138 126 130 134 124 124 140 124 136 132 116 128
0x40 122 134 138 118 134 126 122 130 136 116 124 136 120 120 128 112
0x50 126 122 126 122 134 126 122 130 120 140 124 112 140 132 132 140
0x60 136 116 128 124 136 120 116 116 126 122 130 142 138 130 130 138
0x70 124 120 124 120 128 128 132 132 126 130 122 126 134 134 118 118
0x80 134 126 134 142 122 134 134 130 128 136 116 124 120 140 136 124
0x90 142 118 142 118 126 122 122 118 140 140 112 128 136 116 136 132
0xa0 132 116 132 116 124 136 120 116 126 126 138 122 114 118 122 126
0xb0 124 124 116 116 120 132 124 120 138 130 142 118 122 134 122 134
0xc0 116 144 128 140 124 140 140 140 118 138 142 130 130 130 126 126
0xd0 132 120 120 124 120 144 128 136 130 134 114 118 130 130 118 118
0xe0 114 134 134 122 134 134 142 126 140 136 116 128 140 124 120 136
0xf0 130 126 134 114 122 130 130 138 136 132 128 124 132 116 128 128
ci 149
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 136 136 136 130 130 130 122 134 118 118 126 124 132 116 116
0x10 140 116 128 128 130 114 118 126 114 122 134 134 124 140 128 136
0x20 130 118 122 118 120 116 128 132 124 120 140 112 134 138 118 130
0x30 122 126 126 122 124 136 120 124 124 128 128 124 114 126 126 130
0x40 126 142 138 122 132 132 136 120 116 124 128 120 142 134 114 138
0x50 118 142 126 134 136 144 128 136 116 124 132 140 122 114 122 130
0x60 128 140 124 120 138 118 118 130 122 126 118 122 136 140 116 136
0x70 140 128 132 136 122 126 122 126 134 138 118 122 120 140 112 116
0x80 138 142 134 122 128 140 140 120 116 136 128 132 134 130 130 126
0x90 126 130 134 122 136 116 120 132 136 116 136 132 126 114 134 122
0xa0 124 124 120 120 126 134 130 122 130 130 126 126 112 120 116 140
0xb0 132 116 124 124 130 138 122 130 130 138 114 138 124 124 140 140
0xc0 132 128 140 128 126 122 118 138 126 122 126 130 132 128 132 136
0xd0 116 136 120 116 122 126 118 130 134 114 122 126 136 132 132 120
0xe0 134 126 126 126 140 132 140 140 140 116 124 124 126 134 134 134
0xf0 114 130 118 142 140 124 128 120 120 112 124 140 142 134 114 130
ci 150
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 126 140 122 126 124 142 132 120 130 132 126 138 140 130 140
0x10 138 132 130 140 140 118 136 122 134 116 134 116 132 138 112 126
0x20 130 132 134 120 140 134 132 134 130 120 126 116 120 126 128 142
0x30 120 134 128 126 126 116 122 136 124 118 132 142 118 128 138 124
0x40 142 120 134 136 128 130 140 142 142 116 142 124 132 122 128 118
0x50 120 134 124 130 126 132 134 124 132 134 136 130 118 120 134 136
0x60 136 134 136 142 118 132 138 120 128 130 112 122 138 116 134 128
0x70 118 120 122 132 144 130 120 122 122 136 134 140 120 126 128 118
0x80 132 134 132 118 138 124 126 136 140 130 140 130 134 116 130 136
0x90 122 128 118 124 140 130 140 122 126 128 130 132 124 134 140 126
0xa0 130 128 114 112 124 130 128 126 114 140 122 116 120 130 140 126
0xb0 140 142 128 114 138 116 130 132 120 142 140 130 122 144 138 120
0xc0 118 116 122 128 136 126 128 134 118 120 130 140 124 126 132 134
0xd0 116 126 116 118 114 132 134 136 120 126 120 134 130 136 126 116
0xe0 116 142 136 138 138 116 130 140 124 130 128 126 126 124 126 124
0xf0 142 132 134 116 136 126 132 122 122 132 122 124 120 122 116 134
ci 151
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 134 112 142 140 126 124 126 128 130 140 134 136 134 140 138
0x10 118 112 118 120 126 116 134 140 126 140 122 128 130 140 142 136
0x20 134 140 142 124 126 144 126 112 122 132 126 128 142 132 130 120
